child,sentenceid,verb,matrix,subj,obj,prep1,pobj1,prep2,pobj2,prep3,pobj3,comp,embtense,embsubj,embpred,sent,context,subcorp,childSentence
helen,33,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,see,let-ZERO me see,play,5,helen33
helen,33,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let-ZERO me see,play,5,helen33
helen,35,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,use,do you think you can use that,play,1,helen35
helen,35,use,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you think you can use that,play,1,helen35
helen,36,take,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,to take the car apart,play,2,helen36
helen,37,stick,TRUE,FALSE,TRUE,in,space,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,stick it right in that space there,play,5,helen37
helen,38,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see if it fit-3S in there will it fit-ZERO in there,play,0,helen38
helen,38,fit,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see if it fit-3S in there will it fit-ZERO in there,play,0,helen38
helen,38,fit,FALSE,TRUE,FALSE,in,there,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see if it fit-3S in there will it fit-ZERO in there,play,0,helen38
helen,40,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us see,play,4,helen40
helen,41,look,TRUE,FALSE,FALSE,at,that,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at that,play,0,helen41
helen,44,turn,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it that way turn it,play,7,helen44
helen,45,show,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~will show you again okay,play,6,helen45
helen,46,get,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you almost get-PAST it oops there turn it that way,play,3,helen46
helen,49,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think you can,play,5,helen49
helen,55,like,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,change,will-COND you like to change the wheel,play,1,helen55
helen,55,change,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,will-COND you like to change the wheel,play,1,helen55
helen,56,wheel,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well maybe you could take that wheel off,play,0,helen56
helen,57,put,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and you could put-ZERO,play,2,helen57
helen,60,make,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I guess they~be make-PAST that way,play,3,helen60
helen,66,change,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay now can you change the tire,play,9,helen66
helen,68,put,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you put-ZERO the spare tire on,play,2,helen68
helen,69,do,TRUE,TRUE,FALSE,at,a,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well why do~not you do one at a time okay,play,2,helen69
helen,70,take,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,take it,play,9,helen70
helen,71,take,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you take the tire out_of there,play,7,helen71
helen,73,think,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,that,TENSED,TRUE,like,well because they think-PAST that we might like to play with these thing-PL,play,9,helen73
helen,73,like,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,play,well because they think-PAST that we might like to play with these thing-PL,play,9,helen73
helen,73,play,FALSE,FALSE,FALSE,with,thing,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well because they think-PAST that we might like to play with these thing-PL,play,9,helen73
helen,74,play,FALSE,FALSE,FALSE,with,thing,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,because other child-PL be-PRES be-PRES go-PRESP~to play with these thing-PL,play,2,helen74
helen,77,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,show,let-ZERO me show you turn it,play,6,helen77
helen,77,show,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,NONE,let-ZERO me show you turn it,play,6,helen77
helen,78,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see the way I~be hold-PRESP it,play,0,helen78
helen,79,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see and just turn it in your finger-PL that~be right good that~be very good,play,2,helen79
helen,80,try,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you can try,play,7,helen80
helen,81,put,TRUE,TRUE,TRUE,on,it,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay now you can put-ZERO a new wheel on it,play,2,helen81
helen,83,put,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,maybe this one be-PAST a flat tire and you can put-ZERO a new wheel on it,play,1,helen83
helen,86,put,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,be-PRES you go-PRESP~to put-ZERO the spare tire on there,play,6,helen86
helen,88,change,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you have_to change that that one too,play,6,helen88
helen,90,go,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,go ahead,play,4,helen90
helen,91,sit,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well that~be just something to sit on,play,9,helen91
helen,96,look,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,TRUE,find,look what I find-PAST,play,4,helen96
helen,96,find,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look what I find-PAST,play,4,helen96
helen,97,look,TRUE,FALSE,FALSE,at,that,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at that,play,3,helen97
helen,103,get,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well maybe she~will get a turn,play,4,helen103
helen,105,put,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you think you~will be able to put-ZERO this car back together,play,5,helen105
helen,107,remember,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,how,TENSED,TRUE,show,okay remember how I show-PAST you to hold the screw,play,0,helen107
helen,107,show,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,hold,okay remember how I show-PAST you to hold the screw,play,0,helen107
helen,107,hold,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay remember how I show-PAST you to hold the screw,play,0,helen107
helen,110,hold,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,hold it,play,4,helen110
helen,111,look,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,show,look I~will show you again see,play,3,helen111
helen,111,show,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look I~will show you again see,play,3,helen111
helen,111,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look I~will show you again see,play,3,helen111
helen,112,turn,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay okay that~be good now turn it,play,1,helen112
helen,114,keep,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,keep turn-PRESP it in the same direction,play,9,helen114
helen,118,turn,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay turn it some more,play,1,helen118
helen,120,try,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,try again,play,9,helen120
helen,121,think,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,think if you try again you can get it,play,6,helen121
helen,121,try,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,NONE,think if you try again you can get it,play,6,helen121
helen,126,keep,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,keep turn-PRESP until the screw come-3S out,play,9,helen126
helen,126,come,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,keep turn-PRESP until the screw come-3S out,play,9,helen126
helen,127,think,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,work,oh I think it work-3S,play,3,helen127
helen,127,work,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh I think it work-3S,play,3,helen127
helen,129,try,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,try it,play,7,helen129
helen,130,turn,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it some more,play,3,helen130
helen,131,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not think so I think it~be someone else,play,5,helen131
helen,131,think,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not think so I think it~be someone else,play,5,helen131
helen,132,look,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it~be look-3S very loose,play,9,helen132
helen,133,come,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh then it come-PAST out,play,4,helen133
helen,134,look,TRUE,FALSE,FALSE,at,this,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at this,play,5,helen134
helen,135,come,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that come-PAST out of there,play,0,helen135
helen,137,put,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you put-ZERO it back,play,6,helen137
helen,139,fit,TRUE,TRUE,FALSE,like,fit,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it fit-3S like this one fit-3S,play,2,helen139
helen,139,fit,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it fit-3S like this one fit-3S,play,2,helen139
helen,145,drive,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,who~be go-PRESP~to drive,play,6,helen145
helen,156,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay I think if you use both hand-PL it~will be ease-dn use one hand to hold,play,7,helen156
helen,156,use,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay I think if you use both hand-PL it~will be ease-dn use one hand to hold,play,7,helen156
helen,156,hold,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay I think if you use both hand-PL it~will be ease-dn use one hand to hold,play,7,helen156
helen,158,go,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,go ahead,play,5,helen158
helen,159,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,use,oh you know you may have_to use one hand to hold the wheel and one hand to work the screw okay,play,1,helen159
helen,159,use,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh you know you may have_to use one hand to hold the wheel and one hand to work the screw okay,play,1,helen159
helen,159,hold,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh you know you may have_to use one hand to hold the wheel and one hand to work the screw okay,play,1,helen159
helen,159,work,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh you know you may have_to use one hand to hold the wheel and one hand to work the screw okay,play,1,helen159
helen,161,like,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,read,do you think you~genmod like me to read-ZERO the story to you,play,3,helen161
helen,161,read,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you think you~genmod like me to read-ZERO the story to you,play,3,helen161
helen,162,like,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,stop,will-COND you like to stop and read-ZERO the story,play,4,helen162
helen,162,stop,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,will-COND you like to stop and read-ZERO the story,play,4,helen162
helen,162,read,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,will-COND you like to stop and read-ZERO the story,play,4,helen162
helen,164,like,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you like this,play,1,helen164
helen,170,think,TRUE,TRUE,TRUE,of,that,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah what do you think of that,play,9,helen170
helen,171,like,TRUE,TRUE,FALSE,to,store,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,will-COND you like to play store,play,1,helen171
helen,174,want,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,put,okay do you do you want~to put-ZERO the car back together and play store,play,7,helen174
helen,174,put,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay do you do you want~to put-ZERO the car back together and play store,play,7,helen174
helen,176,put,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay put-ZERO put-ZERO it in here,play,7,helen176
helen,176,put,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay put-ZERO put-ZERO it in here,play,7,helen176
helen,177,wait,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,wait a minute,play,0,helen177
helen,180,turn,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it the other way,play,1,helen180
helen,181,turn,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it,play,2,helen181
helen,184,turn,TRUE,TRUE,TRUE,in,direction,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you turn it in one direction when you want to take the screw out,play,2,helen184
helen,184,want,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,take,you turn it in one direction when you want to take the screw out,play,2,helen184
helen,184,take,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you turn it in one direction when you want to take the screw out,play,2,helen184
helen,185,turn,TRUE,TRUE,TRUE,in,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and you turn it in the other direction when you want to put-ZERO it in,play,7,helen185
helen,185,want,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,put,and you turn it in the other direction when you want to put-ZERO it in,play,7,helen185
helen,185,put,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and you turn it in the other direction when you want to put-ZERO it in,play,7,helen185
helen,186,take,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that will-COND take it out Helen,play,2,helen186
helen,187,turn,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it the other way to put-ZERO it in,play,2,helen187
helen,187,put,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it the other way to put-ZERO it in,play,2,helen187
helen,191,learn,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well you hafta learn how to turn it between your finger-PL,play,1,helen191
helen,191,turn,FALSE,FALSE,TRUE,between,finger,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well you hafta learn how to turn it between your finger-PL,play,1,helen191
helen,195,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I know,play,6,helen195
helen,196,relax,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,just relax,play,4,helen196
helen,197,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see,play,3,helen197
helen,198,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see and in fact if you use two hand-PL it might be a little bit ease-dn for you,play,4,helen198
helen,198,use,FALSE,TRUE,TRUE,in,if,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see and in fact if you use two hand-PL it might be a little bit ease-dn for you,play,4,helen198
helen,200,try,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,put,let~us try to put-ZERO another wheel in,play,0,helen200
helen,200,put,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us try to put-ZERO another wheel in,play,0,helen200
helen,204,hold,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~will hold the car for you and you get a screw that~be right,play,2,helen204
helen,204,get,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~will hold the car for you and you get a screw that~be right,play,2,helen204
helen,206,turn,TRUE,FALSE,TRUE,with,hand,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it with your hand first,play,0,helen206
helen,211,put,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,now put-ZERO the screw in,play,3,helen211
helen,213,tighten,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and tighten it,play,3,helen213
helen,214,tighten,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,tighten it,play,5,helen214
helen,220,fall,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,something fall-PAST out here,play,0,helen220
helen,222,do,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where do-PAST this come from,play,1,helen222
helen,222,come,FALSE,FALSE,FALSE,from,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where do-PAST this come from,play,1,helen222
helen,227,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,whoops I do~not think that~be the right thing,play,7,helen227
helen,229,put,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay put-ZERO the person-PL in and then we~will go play with the cash register,play,0,helen229
helen,229,go,FALSE,TRUE,TRUE,with,register,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay put-ZERO the person-PL in and then we~will go play with the cash register,play,0,helen229
helen,230,play,TRUE,TRUE,FALSE,with,store,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we can play with the store,play,1,helen230
helen,236,sit,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,sit down here,play,1,helen236
helen,237,sit,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where~be you go-PRESP~to sit,play,4,helen237
helen,238,come,TRUE,FALSE,FALSE,over,over,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay come over over here,play,1,helen238
helen,240,get,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay alright should I get some thing-PL,play,6,helen240
helen,242,think,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,buy,what do you think we oughta buy Helen,play,7,helen242
helen,242,buy,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what do you think we oughta buy Helen,play,7,helen242
helen,247,look,TRUE,FALSE,FALSE,at,money,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at all that money Helen,play,3,helen247
helen,248,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you know what that be-3S,play,9,helen248
helen,255,think,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,buy,okay do you think we should buy some mustard,play,4,helen255
helen,255,buy,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay do you think we should buy some mustard,play,4,helen255
helen,257,ring,TRUE,TRUE,FALSE,up,cent,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you ring up forty nine cent-PL please,play,4,helen257
helen,258,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,see,let-ZERO me see,play,0,helen258
helen,258,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let-ZERO me see,play,0,helen258
helen,260,do,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,how be-PRES we go-PRESP~to do this,play,9,helen260
helen,261,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us see,play,2,helen261
helen,265,open,TRUE,FALSE,FALSE,up,drawer,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh that open-3S up the drawer,play,4,helen265
helen,266,like,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay how will-COND you like some soup,play,3,helen266
helen,267,buy,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,should we buy some soup,play,4,helen267
helen,285,come,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,come over here,play,0,helen285
helen,287,like,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,play,or be-3S there anything else you~genmod like to play with,play,1,helen287
helen,287,play,FALSE,FALSE,FALSE,with,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,or be-3S there anything else you~genmod like to play with,play,1,helen287
helen,294,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well let~us see,play,3,helen294
helen,297,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,close,if you want~to close the drawer close it like that,play,9,helen297
helen,297,close,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,if you want~to close the drawer close it like that,play,9,helen297
helen,297,close,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,if you want~to close the drawer close it like that,play,9,helen297
helen,298,keep,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,keep keep the money in here,play,6,helen298
helen,299,keep,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,keep the dollar-PL in there and the change in there,play,6,helen299
helen,300,like,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,buy,I~genmod like to buy some oatmeal cookie-PL,play,2,helen300
helen,300,buy,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~genmod like to buy some oatmeal cookie-PL,play,2,helen300
helen,303,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not see any do you see any cookie-PL,play,6,helen303
helen,303,do,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not see any do you see any cookie-PL,play,6,helen303
helen,303,see,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not see any do you see any cookie-PL,play,6,helen303
helen,304,make,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh well make believe,play,9,helen304
helen,304,believe,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh well make believe,play,9,helen304
helen,309,see,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,NONE,let~us see oh look what~s here Helen,play,4,helen309
helen,311,look,TRUE,FALSE,FALSE,at,this,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and look at this,play,6,helen311
