child,sentenceid,verb,matrix,subj,obj,prep1,pobj1,prep2,pobj2,prep3,pobj3,comp,embtense,embsubj,embpred,sent,context,subcorp,childSentence,,child,rand,childinitial,rand,
isadora,298,take,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us just take this whole thing all apart,play,1,isadora298,,olivia354,6,o,0.20070795,6
isadora,300,figure,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we~will have_to figure it out,play,3,isadora300,,olivia355,7,o,0.088115064,7
isadora,301,get,TRUE,TRUE,TRUE,in,eye,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you~have get-PAST sleep-dn sleep in your eye-PL,play,1,isadora301,,olivia360,3,o,0.49456335,3
isadora,303,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,do,you want~to do that one for Mommy,play,5,isadora303,,olivia361,1,o,0.912392482,1
isadora,303,do,FALSE,FALSE,FALSE,for,mommy,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you want~to do that one for Mommy,play,5,isadora303,,olivia369,4,o,0.896134421,4
isadora,309,pull,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,now pull it up honey,play,6,isadora309,,olivia377,9,o,0.124714315,9
isadora,310,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and see if it come-3S out,play,8,isadora310,,olivia379,6,o,0.662697669,6
isadora,310,come,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and see if it come-3S out,play,8,isadora310,,olivia380,8,o,0.510627921,8
isadora,313,take,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you~be go-PRESP~to take the engine out,play,8,isadora313,,olivia381,6,o,0.490466291,6
isadora,314,run,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and how~be it go-PRESP~to run if you take the engine out,play,2,isadora314,,olivia383,2,o,0.946673428,2
isadora,314,take,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and how~be it go-PRESP~to run if you take the engine out,play,2,isadora314,,olivia384,9,o,0.718468065,9
isadora,315,take,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you can take it apart,play,1,isadora315,,olivia387,9,o,0.816884083,9
isadora,316,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,take,do you want~to take it all apart and then put-ZERO it all back together again,play,2,isadora316,,olivia394,4,o,0.071279769,4
isadora,316,take,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you want~to take it all apart and then put-ZERO it all back together again,play,2,isadora316,,olivia401,6,o,0.854842192,6
isadora,316,put,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you want~to take it all apart and then put-ZERO it all back together again,play,2,isadora316,,olivia402,3,o,0.086747816,3
isadora,317,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see,play,5,isadora317,,olivia403,7,o,0.557575258,7
isadora,318,come,TRUE,TRUE,FALSE,like,that,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,these thing-PL come out here like that,play,5,isadora318,,olivia406,5,o,0.070186279,5
isadora,320,turn,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you turn,play,5,isadora320,,olivia407,3,o,0.467387618,3
isadora,321,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,come,I think the wheel-PL will come off if you turn the screw-PL on the wheel-PL too,play,0,isadora321,,olivia410,6,o,0.032811219,6
isadora,321,come,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think the wheel-PL will come off if you turn the screw-PL on the wheel-PL too,play,0,isadora321,,olivia411,5,o,0.803391135,5
isadora,321,turn,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think the wheel-PL will come off if you turn the screw-PL on the wheel-PL too,play,0,isadora321,,olivia414,4,o,0.208886979,4
isadora,322,do,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you do that,play,6,isadora322,,olivia415,8,o,0.868410795,8
isadora,324,look,TRUE,FALSE,FALSE,at,that,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at that,play,4,isadora324,,olivia423,0,o,0.936187892,0
isadora,325,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,put,you want me to put-ZERO the wheel back on,play,8,isadora325,,olivia425,0,o,0.111406339,0
isadora,325,put,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you want me to put-ZERO the wheel back on,play,8,isadora325,,olivia429,6,o,0.735503316,6
isadora,326,screw,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you screw it in,play,7,isadora326,,olivia431,9,o,0.892571713,9
isadora,328,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do I have_to do it,play,5,isadora328,,olivia435,9,o,0.47873522,9
isadora,330,look,TRUE,FALSE,FALSE,at,peter,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at poor Peter and Nadine just sit-PRESP there watch-PRESP you take their car all apart,play,8,isadora330,,olivia436,6,o,0.441829972,6
isadora,330,take,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at poor Peter and Nadine just sit-PRESP there watch-PRESP you take their car all apart,play,8,isadora330,,olivia441,8,o,0.113613324,8
isadora,332,know,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,but you know what,play,6,isadora332,,olivia443,4,o,0.056314297,4
isadora,333,put,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we~be go-PRESP~to put-ZERO these thing-PL in here,play,2,isadora333,,olivia444,7,o,0.440140591,7
isadora,334,put,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you put-ZERO the other one in there,play,2,isadora334,,olivia445,5,o,0.965042099,5
isadora,337,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,leave,I think we have_to leave it open,play,3,isadora337,,olivia456,9,o,0.39181604,9
isadora,337,leave,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think we have_to leave it open,play,3,isadora337,,olivia457,0,o,0.347942286,0
isadora,337,open,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think we have_to leave it open,play,3,isadora337,,olivia459,3,o,0.364077632,3
isadora,338,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see,play,8,isadora338,,olivia460,0,o,0.96482085,0
isadora,339,see,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,may I see that part for a minute honey,play,2,isadora339,,olivia461,9,o,0.53710412,9
isadora,340,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think,play,4,isadora340,,olivia471,8,o,0.627171932,8
isadora,341,go,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do-3S it go that way,play,6,isadora341,,olivia472,9,o,0.416414638,9
isadora,342,need,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you need the blue screw-PL,play,6,isadora342,,olivia473,4,o,0.411081175,4
isadora,344,try,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us try it and see if it work-3S,play,3,isadora344,,olivia474,0,o,0.71942911,0
isadora,344,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us try it and see if it work-3S,play,3,isadora344,,olivia476,3,o,0.538074059,3
isadora,344,work,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us try it and see if it work-3S,play,3,isadora344,,olivia481,1,o,0.324180636,1
isadora,346,hold,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~will hold this,play,2,isadora346,,olivia483,2,o,0.154760447,2
isadora,347,put,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and you put-ZERO it in,play,1,isadora347,,olivia491,6,o,0.035534339,6
isadora,351,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not know,play,7,isadora351,,olivia494,1,o,0.964760432,1
isadora,352,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not know,play,1,isadora352,,olivia499,9,o,0.054987464,9
isadora,353,make,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that~be the color they make-PAST it,play,5,isadora353,,olivia502,6,o,0.439364126,6
isadora,354,make,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,they make-PAST it blue,play,3,isadora354,,olivia503,5,o,0.440161397,5
isadora,355,say,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,they say-PAST,play,8,isadora355,,olivia504,2,o,0.522960591,2
isadora,356,make,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we~will make the light-PL blue,play,5,isadora356,,olivia508,0,o,0.496605896,0
isadora,357,make,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and we~will make the,play,9,isadora357,,olivia509,8,o,0.539815231,8
isadora,358,have,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you have another blue one,play,6,isadora358,,olivia521,4,o,0.941201206,4
isadora,359,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see if you can do that one,play,7,isadora359,,olivia523,9,o,0.335956147,9
isadora,359,do,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see if you can do that one,play,7,isadora359,,olivia524,1,o,0.183311706,1
isadora,360,hold,TRUE,TRUE,TRUE,for,you,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~will hold it for you,play,2,isadora360,,olivia525,9,o,0.390827392,9
isadora,361,try,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,try turn-PRESP it the other way honey,play,5,isadora361,,olivia526,3,o,0.450980266,3
isadora,362,go,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,there you go,play,2,isadora362,,olivia529,2,o,0.287787057,2
isadora,365,push,TRUE,FALSE,FALSE,on,it,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,push in on it,play,7,isadora365,,olivia530,7,o,0.796565537,7
isadora,366,turn,TRUE,FALSE,TRUE,at,time,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,NONE,and turn it at the same time as you~be push-PRESP in,play,3,isadora366,,olivia533,6,o,0.602705214,6
isadora,368,get,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,start,can I just get it start-PAST for you maybe,play,2,isadora368,,olivia536,2,o,0.991496767,2
isadora,368,start,FALSE,TRUE,FALSE,for,you,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can I just get it start-PAST for you maybe,play,2,isadora368,,olivia540,1,o,0.70894375,1
isadora,370,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you do the rest,play,2,isadora370,,olivia541,1,o,0.892486105,1
isadora,372,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us see if you can do the rest,play,3,isadora372,,olivia546,9,o,0.681231387,9
isadora,372,do,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us see if you can do the rest,play,3,isadora372,,olivia548,4,o,0.82821458,4
isadora,373,go,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,go-3S the other way,play,1,isadora373,,olivia553,3,o,0.72617796,3
isadora,377,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see if you can do that,play,9,isadora377,,olivia554,8,o,0.149459787,8
isadora,377,do,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see if you can do that,play,9,isadora377,,olivia555,5,o,0.35185956,5
isadora,379,want,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,do,be-3S that what you want~to do first,play,9,isadora379,,olivia558,0,o,0.562017657,0
isadora,379,do,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,be-3S that what you want~to do first,play,9,isadora379,,olivia564,3,o,0.547325235,3
isadora,381,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not know,play,6,isadora381,,olivia569,9,o,0.960119122,9
isadora,382,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not know,play,6,isadora382,,olivia574,3,o,0.24381989,3
isadora,384,do,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where do-3S the other one go in,play,7,isadora384,,olivia575,7,o,0.543666696,7
isadora,384,go,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where do-3S the other one go in,play,7,isadora384,,olivia578,3,o,0.533405559,3
isadora,386,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I know,play,6,isadora386,,olivia584,3,o,0.0402007,3
isadora,390,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think the black one go-3S there,play,3,isadora390,,olivia586,0,o,0.534545434,0
isadora,390,go,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think the black one go-3S there,play,3,isadora390,,olivia595,4,o,0.303955134,4
isadora,393,put,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we have_to put-ZERO light-3S back on here too,play,6,isadora393,,olivia610,3,o,0.310802105,3
isadora,393,light,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we have_to put-ZERO light-3S back on here too,play,6,isadora393,,olivia612,9,o,0.282704026,9
isadora,396,go,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,how do-3S this go,play,2,isadora396,,patricia0,2,p,0.964224664,2
isadora,398,go,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do-3S it go that way,play,1,isadora398,,patricia6,8,p,0.196164161,8
isadora,399,put,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you put-ZERO this one in,play,7,isadora399,,patricia12,5,p,0.229914508,5
isadora,400,do,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and I~will do the other one,play,1,isadora400,,patricia19,7,p,0.600554041,7
isadora,401,wait,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,wait a minute honey,play,4,isadora401,,patricia42,9,p,0.123882534,9
isadora,404,turn,TRUE,FALSE,TRUE,towards,mommy,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it towards Mommy,play,5,isadora404,,patricia44,7,p,0.968184712,7
isadora,406,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you gotta do it the other way,play,0,isadora406,,patricia45,9,p,0.066081592,9
isadora,413,beat,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you beat-ZERO me,play,1,isadora413,,patricia50,1,p,0.756306575,1
isadora,414,whine,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you whine-PAST,play,1,isadora414,,patricia51,3,p,0.834182325,3
isadora,415,win,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Izzy win-PAST,play,3,isadora415,,patricia61,1,p,0.880911896,1
isadora,416,come,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,go,how come mine will~not go,play,9,isadora416,,patricia69,4,p,0.273284645,4
isadora,416,go,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,how come mine will~not go,play,9,isadora416,,patricia70,0,p,0.703468087,0
isadora,417,come,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,go,how come mine will~not go in,play,5,isadora417,,patricia72,0,p,0.785809667,0
isadora,417,go,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,how come mine will~not go in,play,5,isadora417,,patricia78,0,p,0.491516792,0
isadora,424,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,TRUE,do,you know what you hafta do,play,9,isadora424,,patricia124,8,p,0.089919173,8
isadora,424,do,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know what you hafta do,play,9,isadora424,,patricia158,1,p,0.590043252,1
isadora,425,go,TRUE,FALSE,FALSE,in,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,this has_to has_to go in the middle there,play,9,isadora425,,patricia161,8,p,0.307297253,8
isadora,427,hold,TRUE,TRUE,TRUE,for,you,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do~not I hold it for you,play,2,isadora427,,patricia176,0,p,0.923232354,0
isadora,428,push,TRUE,FALSE,FALSE,on,it,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,push down on it,play,6,isadora428,,patricia178,4,p,0.469310401,4
isadora,429,push,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you push,play,5,isadora429,,patricia191,0,p,0.641251884,0
isadora,431,play,TRUE,TRUE,FALSE,with,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we can~not play with the store again,play,3,isadora431,,patricia202,8,p,0.07930743,8
isadora,433,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I know,play,8,isadora433,,patricia234,7,p,0.699967576,7
isadora,434,want,TRUE,TRUE,TRUE,to,play,with,toy,for,a,NONE,NONE,FALSE,NONE,but they want us to play with this toy for a few more minute-PL,play,8,isadora434,,patricia241,8,p,0.166413644,8
isadora,435,have,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and then we have a book to look at,play,7,isadora435,,patricia255,6,p,0.498084656,6
isadora,435,look,FALSE,FALSE,FALSE,at,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and then we have a book to look at,play,7,isadora435,,patricia256,8,p,0.800371635,8
isadora,439,go,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where do-PAST that go,play,9,isadora439,,patricia257,2,p,0.050383036,2
isadora,440,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,go,I think it go-PAST up here,play,8,isadora440,,patricia266,3,p,0.763555699,3
isadora,440,go,FALSE,TRUE,FALSE,up,here,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think it go-PAST up here,play,8,isadora440,,patricia283,6,p,0.360353347,6
isadora,445,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,now what else do we have_to do,play,4,isadora445,,patricia290,2,p,0.311630205,2
isadora,447,wrench,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,be-3S that a wrench,play,9,isadora447,,patricia299,7,p,0.529940389,7
isadora,453,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,FALSE,NONE,you know what this be-3S call-PASTP,play,3,isadora453,,patricia308,0,p,0.515954184,0
isadora,455,use,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know when you use a jack,play,6,isadora455,,patricia310,5,p,0.11836555,5
isadora,456,have,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,when you have a flat tire,play,4,isadora456,,patricia314,8,p,0.898781973,8
isadora,457,help,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it help-3S the car,play,1,isadora457,,patricia319,6,p,0.328041188,6
isadora,458,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know what it do-3S,play,5,isadora458,,patricia324,4,p,0.28131269,4
isadora,459,help,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it help-3S lift the car up and hold the car up so you can change the tire,play,2,isadora459,,patricia328,7,p,0.936720745,7
isadora,459,hold,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it help-3S lift the car up and hold the car up so you can change the tire,play,2,isadora459,,patricia337,9,p,0.186281447,9
isadora,459,change,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it help-3S lift the car up and hold the car up so you can change the tire,play,2,isadora459,,patricia345,9,p,0.08173032,9
isadora,462,back,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,how about put-PRESP the person-PL back,play,8,isadora462,,patricia348,5,p,0.932211832,5
isadora,464,say,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Nadine say-3S,play,7,isadora464,,patricia355,2,p,0.182378264,2
isadora,465,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I want a kiss goodbye,play,4,isadora465,,patricia366,1,p,0.463426746,1
isadora,467,put,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,should we put-ZERO it away,play,0,isadora467,,patricia372,4,p,0.921464401,4
isadora,468,look,TRUE,TRUE,FALSE,at,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and should we look at the book now,play,5,isadora468,,patricia374,4,p,0.578231524,4
isadora,473,come,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,come here,play,6,isadora473,,patricia377,9,p,0.736969229,9
isadora,474,bring,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can you bring your chair over,play,3,isadora474,,patricia381,6,p,0.297026231,6
isadora,475,look,TRUE,TRUE,FALSE,at,book,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and we~will look at this book,play,9,isadora475,,patricia404,7,p,0.768982752,7
isadora,476,know,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know what,play,3,isadora476,,patricia418,7,p,0.685970705,7
isadora,477,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,be,I think this be-3S a fun-dn fun-dn book that do-3S~not have any word-PL,play,5,isadora477,,patricia425,8,p,0.227426023,8
isadora,477,have,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think this be-3S a fun-dn fun-dn book that do-3S~not have any word-PL,play,5,isadora477,,patricia430,7,p,0.320038094,7
isadora,478,find,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where do-PAST we find a,play,1,isadora478,,patricia434,0,p,0.22078419,0
isadora,483,look,TRUE,TRUE,FALSE,after,NONE,at,the,NONE,NONE,NONE,NONE,FALSE,NONE,maybe after we look at the book they~will let-ZERO you play with the store for a few more minute-PL,play,6,isadora483,,patricia435,1,p,0.136129994,1
isadora,483,let,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,play,maybe after we look at the book they~will let-ZERO you play with the store for a few more minute-PL,play,6,isadora483,,patricia457,9,p,0.092818211,9
isadora,483,play,FALSE,TRUE,FALSE,with,store,for,a,NONE,NONE,NONE,NONE,FALSE,NONE,maybe after we look at the book they~will let-ZERO you play with the store for a few more minute-PL,play,6,isadora483,,patricia476,6,p,0.415603725,6
isadora,485,find,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where do-PAST we find a book that do-PAST~not have any word-PL in it,play,0,isadora485,,patricia500,4,p,0.820913597,4
isadora,485,have,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,where do-PAST we find a book that do-PAST~not have any word-PL in it,play,0,isadora485,,patricia505,4,p,0.689387374,4
