child,comp[T.WH],embpred[T.True],embsubj[T.True],embtense[T.TENSED],embtense[T.TO],itr,obj[T.True],prep1[T.True],verb,sent,subcorp
nanette,0,1,0,0,1,0,0,0,like,cause I~genmod like to see,6
nanette,0,0,0,0,0,0,0,0,see,cause I~genmod like to see,6
nanette,0,0,0,0,0,0,0,0,get,I do-PAST~not get a chance to look at this book cause when you be-PAST read-PRESP it you go-PAST so quick-dadj,5
nanette,0,0,0,0,0,0,0,1,look,I do-PAST~not get a chance to look at this book cause when you be-PAST read-PRESP it you go-PAST so quick-dadj,5
nanette,0,0,0,0,0,0,0,0,go,I do-PAST~not get a chance to look at this book cause when you be-PAST read-PRESP it you go-PAST so quick-dadj,5
nanette,0,0,0,0,0,0,1,0,have,it do-3S~not have any word-PL though,9
nanette,0,0,0,0,0,0,0,1,make,we~will have_to make up the word-PL as we to along,1
nanette,1,1,1,0,0,0,0,0,see,let~us not see what those word-PL say and see if we can make up a story ourselves,0
nanette,0,0,0,0,0,0,1,0,say,let~us not see what those word-PL say and see if we can make up a story ourselves,0
nanette,0,0,0,0,0,0,0,0,see,let~us not see what those word-PL say and see if we can make up a story ourselves,0
nanette,0,0,0,0,0,0,0,1,make,let~us not see what those word-PL say and see if we can make up a story ourselves,0
nanette,0,0,0,0,0,0,0,0,name,okay once upon a time there be-PAST a little girl name-PAST,4
nanette,0,1,1,1,0,0,0,0,take,who take-PAST her baby kitty name-PAST,3
nanette,0,0,0,0,0,0,0,0,name,who take-PAST her baby kitty name-PAST,3
nanette,0,0,0,0,0,0,1,1,name,name-PAST Puddy for a walk in the carriage,2
nanette,0,1,0,0,1,0,0,0,stop,and as Tumpty and Puddy be-PAST go-PRESP along Tumpty stop-PAST to pick some,4
nanette,0,0,0,0,0,0,0,0,pick,and as Tumpty and Puddy be-PAST go-PRESP along Tumpty stop-PAST to pick some,4
nanette,0,0,0,0,0,0,1,1,pick,what do-PAST she pick over here,6
nanette,0,0,0,0,0,0,0,1,jump,and Puddy jump-PAST right out_of the carriage,0
nanette,0,0,0,0,0,0,1,0,do,and what do-PAST he do,1
nanette,0,0,0,0,0,0,1,0,do,he do-PAST what,3
nanette,0,0,0,0,0,0,0,1,ride,he ride-PAST on a cycle,7
nanette,0,0,0,0,0,0,0,1,ride,well maybe he ride-PAST on a cycle and then hide-PAST behind a tree,1
nanette,0,0,0,0,0,0,0,1,hide,well maybe he ride-PAST on a cycle and then hide-PAST behind a tree,1
nanette,1,1,1,1,0,0,0,0,look,and look what happen-PAST to Tumpty,8
nanette,0,0,0,0,0,0,0,1,happen,and look what happen-PAST to Tumpty,8
nanette,0,0,0,0,0,0,0,0,get,she get-PAST very upset,8
nanette,0,0,0,0,0,0,1,0,think,what do you think she be-PAST yell-PRESP,9
nanette,0,0,0,0,0,0,0,0,see,I do~not see Puddy that~be right,4
nanette,0,0,0,0,0,0,0,1,go,and there she go-PAST run-PRESP along the street until she come-PAST to,7
nanette,0,0,0,0,0,0,0,1,come,and there she go-PAST run-PRESP along the street until she come-PAST to,7
nanette,1,1,1,1,0,0,0,0,know,do you know what Happy be-3S,2
nanette,0,0,0,0,0,0,0,1,tell,can you tell by what he~be wear-PRESP what he might be,2
nanette,0,0,0,0,0,0,0,0,look,he look-3S like somebody in one of the book-PL that we have at home,6
nanette,0,0,0,0,0,0,0,1,have,he look-3S like somebody in one of the book-PL that we have at home,6
nanette,0,0,0,0,0,0,1,0,call,well we can call him Happy the Policeman what be-3S he blow-PRESP,3
nanette,0,0,0,0,0,0,0,0,come,and who come-3S along,2
nanette,0,1,1,1,0,0,0,0,go,and there they go oh what do-PAST they see,1
nanette,0,0,0,0,0,0,1,0,see,and there they go oh what do-PAST they see,1
nanette,0,0,0,0,0,0,0,0,look,do they look happy,5
nanette,0,0,0,0,0,0,0,0,see,I see,3
nanette,0,1,1,0,0,0,0,0,help,maybe that~be why the police be-PAST name-PASTP Happy cause he help-3S person-PL find thing-PL,9
nanette,0,0,0,0,0,0,1,0,find,maybe that~be why the police be-PAST name-PASTP Happy cause he help-3S person-PL find thing-PL,9
nanette,0,0,0,0,0,0,0,1,go,okay so they go-PAST over to Puddy,6
nanette,0,0,0,0,0,0,1,0,say,and what do-PAST they say,4
nanette,0,0,0,0,0,0,1,0,yell,what do-PAST she yell,9
nanette,0,0,0,0,0,0,1,1,yell,what do-PAST she yell to the kit-dn cat,1
nanette,0,0,0,0,0,0,0,0,look,he certain-dadj look-3S angry,6
nanette,0,0,0,0,0,0,0,0,tell,do-PAST she tell the cat that,7
nanette,0,0,0,0,0,0,0,1,happen,what happen-PAST to Happy the Policeman,4
nanette,0,0,0,0,0,0,0,0,see,I see,6
nanette,0,1,1,1,0,0,1,0,find,and he find-PAST him and then what happen-PAST,8
nanette,0,0,0,0,0,0,0,0,happen,and he find-PAST him and then what happen-PAST,8
nanette,0,0,0,0,0,0,0,1,look,look at this,6
nanette,0,0,0,0,0,0,1,0,do,what do-PAST he do,4
nanette,0,0,0,0,0,0,0,1,run,he run-PAST to the what,0
nanette,0,0,0,0,0,0,0,1,look,that look-3S like a mirror,7
nanette,0,0,0,0,0,0,0,1,look,look-3S like a big round mirror,7
nanette,0,0,0,0,0,0,0,1,run,okay so Puddy run-PAST to the mirror,8
nanette,1,0,1,1,0,0,0,0,look,and oh look what they~be do-PRESP,5
nanette,0,1,0,1,0,0,0,0,know,do you know what that mean-3S,4
nanette,0,0,0,0,0,0,1,0,mean,do you know what that mean-3S,4
nanette,0,0,0,0,0,0,1,0,mean,when Mommy do-3S that to you what do-3S it mean,9
nanette,0,0,0,0,0,0,0,0,mean,it mean-3S,4
nanette,0,0,0,0,0,0,0,0,come,come here,7
nanette,0,0,0,0,0,0,0,0,come,come here kit-dn,7
nanette,0,1,1,1,0,0,0,0,know,oh you know it be-3S~not a mirror,2
nanette,0,0,0,0,0,0,0,0,know,I do~not know,1
nanette,0,0,0,0,0,0,0,0,know,do-PAST you know this be-3S a tunnel,9
nanette,0,0,0,0,0,0,0,0,see,you see,4
nanette,0,1,1,1,0,0,0,0,go,there~be a big hole and it go-3S through here and it come-3S out this side,6
nanette,0,0,0,0,0,0,1,0,come,there~be a big hole and it go-3S through here and it come-3S out this side,6
nanette,0,0,0,0,0,0,1,0,do,and that~be what Puddy do-PAST,9
nanette,0,0,0,0,0,0,0,1,run,Puddy run-PAST through the tunnel,9
nanette,0,0,0,0,0,0,0,0,remember,I do~not remember,9
nanette,0,0,0,0,0,0,0,0,do,what be-PRES they go-PRESP to do,5
nanette,0,0,0,0,0,0,0,1,climb,they~be go-PRESP~to climb up the mirror,4
nanette,0,0,0,0,0,0,0,0,see,because see here if it be-PAST a mirror they could~not get through the other side,3
nanette,0,0,0,0,0,0,0,1,get,because see here if it be-PAST a mirror they could~not get through the other side,3
nanette,0,0,0,0,0,0,0,1,come,they come-PAST right through again,2
nanette,0,0,1,1,0,0,0,0,look,look-3S like he~be climb-PRESP a mountain do-3S~not he,5
nanette,0,0,0,0,0,0,1,0,go,we~be go-PRESP~to go mountain climb-PRESP on Saturday,4
nanette,0,0,0,0,0,0,1,1,carry,Daddy~be go-PRESP~to carry you in the pack again,6
nanette,0,1,0,0,1,0,0,0,want,okay do you want~to see the rest of this story,3
nanette,0,0,0,0,0,0,0,0,see,okay do you want~to see the rest of this story,3
nanette,0,1,1,1,0,0,0,0,see,okay let~us see what happen-3S here,2
nanette,0,0,0,0,0,0,0,0,happen,okay let~us see what happen-3S here,2
nanette,0,0,0,0,0,0,1,0,think,what do you think be-3S happen-PRESP now,0
nanette,0,0,0,0,0,0,0,0,look,oh look-3S like everybody~be get-PRESP into trouble,1
nanette,0,0,0,0,0,0,0,0,happen,what happen-PAST,6
nanette,0,0,0,0,0,0,0,0,look,they look like they~be tickle-PRESP,9
nanette,0,0,0,0,0,0,0,0,tangle,they~be all tangle-PAST up,8
nanette,1,1,0,1,0,0,0,0,look,but look where Puddy go-3S do you know what,3
nanette,0,1,1,1,0,0,0,0,go,but look where Puddy go-3S do you know what,3
nanette,0,0,0,0,0,0,1,0,know,but look where Puddy go-3S do you know what,3
nanette,0,0,0,0,0,0,0,1,go,he go-PAST right back into the tunnel again,0
nanette,0,0,0,0,0,0,0,0,know,I do~not know about that Puddy,2
nanette,0,0,0,0,0,0,0,0,go,he go-3S right through here,6
nanette,0,1,1,1,0,0,0,0,look,look what happen-PAST,5
nanette,0,0,0,0,0,0,0,0,happen,look what happen-PAST,5
nanette,0,0,0,0,0,0,0,0,do,do-PAST you see,1
nanette,0,0,0,0,0,0,0,0,see,do-PAST you see,1
nanette,0,0,0,0,0,0,0,0,hurry,he good-CP hurry up and get up there because I think everybody~be kinda mad by now,2
nanette,0,0,0,0,0,0,0,0,get,he good-CP hurry up and get up there because I think everybody~be kinda mad by now,2
nanette,0,0,0,0,0,0,0,0,think,he good-CP hurry up and get up there because I think everybody~be kinda mad by now,2
nanette,0,0,0,0,0,0,0,1,look,he~be real-dadj give-PRESP them a big chase oh okay and look at him up the tree,7
nanette,0,0,0,0,0,0,0,1,climb,can you climb up a tree,4
nanette,0,0,0,0,0,0,0,1,climb,how do you climb up a tree,6
nanette,0,1,0,0,0,0,1,0,let,let-ZERO me see,6
nanette,0,0,0,0,0,0,0,0,see,let-ZERO me see,6
nanette,0,1,1,1,0,0,0,0,go,maybe when we go home we~will find a little tree to climb up,6
nanette,0,1,0,0,1,0,1,0,find,maybe when we go home we~will find a little tree to climb up,6
nanette,0,0,0,0,0,0,0,0,climb,maybe when we go home we~will find a little tree to climb up,6
nanette,0,1,0,0,1,0,0,0,want,do you want~to see what happen-3S to Puddy,9
nanette,0,0,0,0,0,0,0,0,see,do you want~to see what happen-3S to Puddy,9
nanette,0,0,0,0,0,0,0,1,happen,do you want~to see what happen-3S to Puddy,9
nanette,0,1,1,1,0,0,0,0,see,okay let~us see what happen-3S,3
nanette,0,0,0,0,0,0,0,0,happen,okay let~us see what happen-3S,3
nanette,0,1,0,0,1,0,0,1,look,this look-3S like the police be-3S go-PRESP to get him for good,8
nanette,0,0,0,0,0,0,1,1,get,this look-3S like the police be-3S go-PRESP to get him for good,8
nanette,0,1,1,1,0,0,0,0,look,look what happen-PAST to the branch,8
nanette,0,0,0,0,0,0,0,1,happen,look what happen-PAST to the branch,8
nanette,0,0,0,0,0,0,0,0,remember,remember that song that we sing-PAST,8
nanette,0,0,0,0,0,0,0,0,sing,remember that song that we sing-PAST,8
nanette,0,0,0,0,0,0,0,0,break,when the bough break-3S,1
nanette,0,0,0,0,0,0,0,1,look,that~be that~be what be-3S look-3S like when a bough break-3S,7
nanette,0,0,0,0,0,0,0,0,break,that~be that~be what be-3S look-3S like when a bough break-3S,7
nanette,0,0,0,0,0,0,0,1,come,it come-3S right off like that,4
nanette,0,0,0,0,0,0,0,0,snap,it snap-3S off,3
nanette,0,0,0,0,0,0,0,0,break,that~be where the song where the bough break-3S huh,9
nanette,0,1,1,1,0,0,0,0,look,okay and but look what happen-PAST,6
nanette,0,0,0,0,0,0,0,0,happen,okay and but look what happen-PAST,6
nanette,0,0,0,0,0,0,0,0,break,it be-PAST so heavy that it break-PAST down,4
nanette,0,0,0,0,0,0,0,1,look,but look at the little boy,6
nanette,0,0,0,0,0,0,0,0,know,I do~not know,4
nanette,0,0,0,0,0,0,1,0,have,oh look_it they~be pretend-PRESP now to have a tea party,7
nanette,1,0,1,1,0,0,0,0,know,do you know what she~be wear-PRESP,5
nanette,0,0,0,0,0,0,1,0,know,do you know what kind of hat that be-3S,8
nanette,0,0,0,0,0,0,1,0,know,do you know what,9
nanette,0,1,0,0,1,0,1,0,want,do you want me to get you a handkerchief so_that you can wipe your nose,9
nanette,0,0,1,0,0,0,1,0,get,do you want me to get you a handkerchief so_that you can wipe your nose,9
nanette,0,0,0,0,0,0,1,0,wipe,do you want me to get you a handkerchief so_that you can wipe your nose,9
nanette,0,0,0,0,0,0,0,0,know,okay I know it~be hard when you get to have a cold,6
nanette,0,1,0,0,1,0,0,0,get,okay I know it~be hard when you get to have a cold,6
nanette,0,0,0,0,0,0,0,0,have,okay I know it~be hard when you get to have a cold,6
nanette,0,0,1,1,0,0,0,0,think,I do~not think we~be suppose-PASTP to touch that sweet,6
nanette,0,0,0,0,0,0,0,1,belong,that belong-3S to the person-PL who own this play,2
nanette,0,0,0,0,0,0,1,0,own,that belong-3S to the person-PL who own this play,2
nanette,0,0,0,0,0,0,0,0,go,here you go,2
nanette,0,1,0,0,1,0,0,0,want,you want~to wipe it,9
nanette,0,0,0,0,0,0,1,0,wipe,you want~to wipe it,9
nanette,0,1,0,0,1,0,0,0,want,want me to hold it for you after,2
nanette,0,0,0,0,0,0,1,1,hold,want me to hold it for you after,2
nanette,0,0,0,0,0,0,1,0,put,should we put-ZERO this money away,2
nanette,0,1,0,0,1,0,0,0,want,or or do you want~to play with it some more,8
nanette,0,0,0,0,0,0,0,1,play,or or do you want~to play with it some more,8
nanette,0,0,0,0,0,0,1,1,press,okay if you press this button in the drawer open-3S,7
nanette,0,0,0,0,0,0,0,0,open,okay if you press this button in the drawer open-3S,7
nanette,0,0,0,0,0,0,0,0,go,just press the button in there you go,5
nanette,0,0,0,0,0,0,1,1,let,okay you good-CP cause they will~not let-ZERO you out_of the store unless you pay for your food,1
nanette,0,0,0,0,0,0,0,1,pay,okay you good-CP cause they will~not let-ZERO you out_of the store unless you pay for your food,1
nanette,0,0,0,0,0,0,0,0,do,they do,4
nanette,0,1,1,1,0,0,0,0,bet,I~will bet-ZERO they do love you,6
nanette,0,0,0,0,0,0,1,0,love,I~will bet-ZERO they do love you,6
nanette,0,1,1,1,0,0,0,0,pretend,we could pretend that they come to your market okay,4
nanette,0,0,0,0,0,0,0,1,come,we could pretend that they come to your market okay,4
nanette,0,0,0,0,0,0,0,0,come,alright here they come,1
nanette,0,1,0,0,1,0,0,0,like,I will-COND like to buy some oatmeal cookie-PL,1
nanette,0,0,0,0,0,0,1,0,buy,I will-COND like to buy some oatmeal cookie-PL,1
nanette,0,1,0,0,0,0,1,0,help,could you help me find them,9
nanette,0,0,0,0,0,0,1,0,find,could you help me find them,9
nanette,0,0,0,0,0,0,1,0,find,can you find some oatmeal cookie-PL on on the grocery shelf,9
nanette,0,0,0,0,0,0,1,1,find,can can you find them for me,1
nanette,0,0,0,0,0,0,1,0,have,we could have a party,3
nanette,0,0,0,0,0,0,1,0,have,we could have milk and cookie-PL,7
nanette,0,1,0,0,1,0,0,0,like,will-COND you like to do that,6
nanette,0,0,0,0,0,0,0,0,do,will-COND you like to do that,6
nanette,0,0,0,0,0,0,0,0,get,okay I~will get the milk and you get the cookie-PL okay,4
nanette,0,0,0,0,0,0,0,0,get,okay I~will get the milk and you get the cookie-PL okay,4
nanette,0,0,0,0,0,0,1,1,take,you can take them off the shelf,2
nanette,0,0,0,0,0,0,1,0,take,you can take them off,4
nanette,0,0,0,0,0,0,1,0,have,alright I have the milk,3
nanette,0,0,0,0,0,0,0,0,see,let~us see if we have two cup-PL,5
nanette,0,0,0,0,0,0,1,0,have,let~us see if we have two cup-PL,5
nanette,0,0,0,0,0,0,0,0,taste,how do-3S it taste,5
nanette,0,0,0,0,0,0,1,0,like,do you think you~genmod like some strawberry in it,7
nanette,0,0,0,0,0,0,0,1,come,oh I~be so glad you come-PAST to my party today Nanette,9
nanette,0,0,0,0,0,0,0,0,put,here~be some strawberry in yours could you put-ZERO a little in mine,2
nanette,0,0,0,0,0,0,0,1,taste,taste-3S much good-CP with the strawberry in it,9
nanette,0,0,0,0,0,0,1,0,think,what do you think,8
nanette,0,0,0,0,0,0,0,0,need,do-3S it need a little more,9
nanette,0,0,0,0,0,0,0,0,think,I I think I like the one-PL I make good-CP,9
nanette,0,0,0,0,0,0,0,0,make,I I think I like the one-PL I make good-CP,9
nanette,0,0,0,0,0,0,1,1,have,cause ours have raisin-PL in them,2
nanette,0,0,0,0,0,0,1,0,find,maybe we can find some raisin-PL in,5
nanette,0,1,0,1,0,0,0,0,think,do you think there be-PRES any raisin-PL in this market that we could put-ZERO into the cookie-PL,1
nanette,0,0,0,0,0,0,0,1,put,do you think there be-PRES any raisin-PL in this market that we could put-ZERO into the cookie-PL,1
nanette,0,0,0,0,0,0,1,0,need,you need a knife,9
nanette,0,0,0,0,0,0,0,1,pay,okay what~be you go-PRESP~to pay for it with,1
nanette,0,0,0,0,0,0,0,1,come,I~be go-PRESP~to come to your market,7
nanette,0,0,0,0,0,0,0,0,see,let~us see how,5
nanette,1,1,1,1,0,0,0,0,see,let~us see what this one say-3S,7
nanette,0,0,0,0,0,0,0,0,say,let~us see what this one say-3S,7
nanette,1,1,0,1,0,0,0,0,see,can you see how much Sandy pay-PAST for this when she go-PAST to the market,6
nanette,0,0,0,0,0,0,0,1,pay,can you see how much Sandy pay-PAST for this when she go-PAST to the market,6
nanette,0,0,0,0,0,0,0,1,go,can you see how much Sandy pay-PAST for this when she go-PAST to the market,6
nanette,0,0,0,0,0,0,0,0,see,you see the number-PL on there,4
nanette,0,1,1,1,0,0,1,0,stamp,that~be how they stamp them so person-PL will know,8
nanette,0,0,0,0,0,0,0,0,know,that~be how they stamp them so person-PL will know,8
nanette,0,0,0,0,0,0,1,0,cost,what it cost-3S,8
nanette,0,0,0,0,0,0,1,0,say,it say-3S forty nine cent-PL,6
nanette,0,0,0,0,0,0,0,0,say,what~be that say,4
nanette,0,0,0,0,0,0,1,1,serve,well you~be go-PRESP~to serve mustard at your party,6
nanette,0,0,0,0,0,0,1,0,have,when you have your party,5
nanette,0,0,0,0,0,0,0,0,want,do you want the hankie again,8
nanette,0,0,0,0,0,0,0,0,like,I like that very much it~be delicious,9
nanette,0,1,0,0,1,0,0,0,want,want~to count the penny-PL,6
nanette,0,0,0,0,0,0,1,0,count,want~to count the penny-PL,6
nanette,0,0,0,0,0,0,1,0,see,see how much your market cashier,7
nanette,0,0,0,0,0,0,1,0,call,what do you call it,3
nanette,0,0,0,0,0,0,0,0,have,a cash register rather have-3S,5
nanette,0,0,0,0,0,0,0,0,count,you can count and see how many it have-3S,7
nanette,1,0,1,0,0,0,0,0,see,you can count and see how many it have-3S,7
nanette,0,0,0,0,0,0,0,1,live,that~be another Lise that live-3S at Aunt Mamie Ida~s house,1
nanette,0,0,0,0,0,0,1,0,have,we just have-PAST so much fun because do~not have any of these toy-PL,2
nanette,0,0,0,0,0,0,0,0,have,we just have-PAST so much fun because do~not have any of these toy-PL,2
nanette,0,1,1,1,0,0,1,0,show,I~will show you we can do some more of that at home okay,4
nanette,0,0,0,0,0,0,0,0,do,I~will show you we can do some more of that at home okay,4
nanette,0,0,0,0,0,0,0,0,clean,and we have_to clean up,6
nanette,0,0,0,0,0,0,0,1,pay,oh she still has_to pay for the mustard,8
nanette,0,0,0,0,0,0,1,0,thank,that be-PAST nice of you to thank her,7
nanette,0,1,1,1,0,0,1,0,see,maybe if you see her again you can tell her in person,5
nanette,0,0,0,0,0,0,1,1,tell,maybe if you see her again you can tell her in person,5
olivia,0,0,0,0,0,0,0,0,take,we~be take this down here,0
olivia,0,0,0,0,0,0,0,0,play,and we~will play,9
olivia,0,0,0,0,0,0,0,0,come,come and play with this Olivia,0
olivia,0,0,0,0,0,0,0,0,know,I do~not know how this work-PL,0
olivia,0,0,0,0,0,0,0,0,see,see,7
olivia,0,0,0,0,0,0,1,0,come,it come-3S apart right,0
olivia,0,0,0,0,0,0,0,0,put,and we put-ZERO all of the thing-PL back in again,2
olivia,0,0,0,0,0,0,0,0,see,see,1
olivia,0,0,0,0,0,0,1,0,take,can you take it out,9
olivia,0,0,0,0,0,0,0,0,let,well let-ZERO,3
olivia,0,0,0,0,0,0,1,0,wait,wait a minute,3
olivia,0,1,0,0,1,0,0,0,want,you do~not want to play with that,4
olivia,0,0,0,0,0,0,0,1,play,you do~not want to play with that,4
olivia,0,0,0,0,0,0,1,0,read,I~be go-PRESP to read-ZERO you a story first through,5
olivia,0,0,0,0,0,0,0,0,like,will-COND you like that,9
olivia,0,0,0,0,0,0,0,0,do,you do,7
olivia,0,0,0,0,0,0,1,0,put,okay we~genmod good-CP put-ZERO this back first though Olivia,3
olivia,0,0,0,0,0,0,1,0,put,put-ZERO it back,1
olivia,0,1,0,0,1,0,0,0,want,you want to play,2
olivia,0,0,0,0,0,0,0,0,play,you want to play,2
olivia,0,0,0,0,0,0,1,0,mind,but we will~not mind them Olivia,8
olivia,0,0,0,0,0,0,1,0,read,I~will read-ZERO you the story,6
olivia,0,0,0,0,0,0,1,0,go,and then you can go play,1
olivia,0,0,0,0,0,0,1,0,bring,she bring-3S the little baby for a walk,7
olivia,0,0,0,0,0,0,0,0,look,look down,2
olivia,0,0,0,0,0,0,1,0,see,see the pretty flower-PL,3
olivia,0,0,0,0,0,0,0,1,look,look at the story,5
olivia,0,0,0,0,0,0,0,0,see,see,2
olivia,0,0,0,0,0,0,0,1,look,look at this,2
olivia,0,1,1,1,0,0,0,0,remember,remember this morning you dress-PAST up like that lady,7
olivia,0,0,0,0,0,0,1,1,dress,remember this morning you dress-PAST up like that lady,7
olivia,0,0,0,0,0,0,0,1,put,and you put-ZERO on Mommy~s bead-PL and the hat,4
olivia,0,0,0,0,0,0,0,0,remember,do you remember that,2
olivia,0,0,0,0,0,0,0,1,jump,the kitty jump-3S out_of the kitty jump-3S out_of the of the stroll-dv,3
olivia,0,0,0,0,0,0,0,0,jump,the kitty jump-3S out_of the kitty jump-3S out_of the of the stroll-dv,3
olivia,0,0,0,0,0,0,0,0,dress,that~be you dress-PAST up as Mommy,8
olivia,0,0,0,0,0,0,0,0,see,see,9
olivia,1,1,1,1,0,0,0,0,look,but look where the kitty go-PAST,4
olivia,0,0,0,0,0,0,0,0,go,but look where the kitty go-PAST,4
olivia,0,0,0,0,0,0,0,1,go,the kitty go-PAST behind the tree,8
olivia,0,0,0,0,0,0,0,0,do,what be-1S I go-PRESP to do,7
olivia,0,0,0,0,0,0,1,0,say,say-3S the mommy,4
olivia,0,0,0,0,0,0,0,0,see,see,6
olivia,0,0,0,0,0,0,1,0,call,and she call-3S the police,5
olivia,0,0,0,0,0,0,0,0,say,and she say-3S,0
olivia,0,0,0,0,0,0,0,0,find,find my kitty do,9
olivia,0,0,0,0,0,0,0,0,do,find my kitty do,9
olivia,0,0,0,0,0,0,0,1,jump,my kitty jump-PAST out_of my stroll-dv and run-PAST away,8
olivia,0,0,0,0,0,0,0,0,run,my kitty jump-PAST out_of my stroll-dv and run-PAST away,8
olivia,0,0,0,0,0,0,1,0,say,say-3S the police,4
olivia,0,0,0,0,0,0,0,1,look,look at your kitty,1
olivia,0,0,0,0,0,0,0,0,see,see,2
olivia,0,1,0,0,1,0,0,0,go,and the police go-PAST over to look at the kitty,3
olivia,0,0,0,0,0,0,0,1,look,and the police go-PAST over to look at the kitty,3
olivia,0,0,0,0,0,0,0,1,trip,but do-PAST~not he trip on his whistle,1
olivia,0,0,0,0,0,0,0,1,trip,do-PAST he trip on his whistle,5
olivia,0,0,0,0,0,0,0,0,do,he do-PAST,2
olivia,0,1,0,0,1,0,0,0,go,and he go-PAST to catch,2
olivia,0,0,0,0,0,0,0,0,catch,and he go-PAST to catch,2
olivia,0,0,0,0,0,0,0,0,say,and he say-3S,7
olivia,0,0,0,0,0,0,0,0,worry,do~not worry,9
olivia,0,0,0,0,0,0,0,0,say,he say-3S,9
olivia,0,0,0,0,0,0,1,0,get,I~will get your kitty for you,7
olivia,0,0,0,0,0,0,0,0,see,see,5
olivia,0,1,0,0,1,0,0,0,go,so he go-PAST to get the kitty,4
olivia,0,0,0,0,0,0,1,0,get,so he go-PAST to get the kitty,4
olivia,0,0,0,0,0,0,0,0,jump,and the kitty jump-PAST away,0
olivia,0,0,1,0,0,0,0,0,come,come back here you kitty,5
olivia,0,0,0,0,0,0,1,0,say,say-PAST the police,4
olivia,0,0,0,0,0,0,0,0,see,you see,6
olivia,0,0,0,0,0,0,0,1,go,and then he go-PAST down the pipe,9
olivia,0,0,0,0,0,0,0,1,go,and then the police go-PAST after him down the pipe,7
olivia,0,0,0,0,0,0,0,0,get,the kitty get-PAST out and up here,4
olivia,0,0,0,0,0,0,0,0,see,you see,9
olivia,0,0,0,0,0,0,1,0,catch,you can~not catch me,8
olivia,0,0,0,0,0,0,1,0,catch,you can~not catch me,5
olivia,0,0,0,0,0,0,0,0,see,see,3
olivia,0,0,0,0,0,0,0,0,come,so he come-PAST out,7
olivia,0,0,0,0,0,0,0,0,say,he say-PAST,8
olivia,0,0,0,0,0,0,0,0,find,I can~not find the kitty anywhere,4
olivia,1,0,1,1,0,0,0,0,know,I do~not know what I~be go-PRESP to do,1
olivia,0,0,0,0,0,0,0,0,do,I do~not know what I~be go-PRESP to do,1
olivia,0,0,0,0,0,0,0,0,see,see the kit-dn on top there,5
olivia,0,0,0,0,0,0,0,0,come,so anyway out come-3S the mommy through the pipe,6
olivia,0,0,0,0,0,0,0,0,say,she say-3S,9
olivia,0,0,0,0,0,0,0,0,go,you go find my cat,6
olivia,0,0,0,0,0,0,1,0,find,you go find my cat,6
olivia,0,0,0,0,0,0,0,0,go,you go find him,9
olivia,0,0,0,0,0,0,1,0,find,you go find him,9
olivia,0,0,0,0,0,0,1,0,help,so he help-PAST her out,7
olivia,0,1,0,0,1,0,1,0,help,he help-PAST Mommy out to catch the kitty,1
olivia,0,0,0,0,0,0,1,0,catch,he help-PAST Mommy out to catch the kitty,1
olivia,0,1,1,1,0,0,1,0,help,but when he be-PAST try-PRESP to help her out do-PAST~not he fall,1
olivia,0,0,0,0,0,0,0,0,fall,but when he be-PAST try-PRESP to help her out do-PAST~not he fall,1
olivia,0,0,0,0,0,0,1,0,push,he push-PAST her,5
olivia,0,0,0,0,0,0,0,1,fall,they both fall-PAST into the water,8
olivia,0,0,0,0,0,0,0,1,look,and the kitty jump and the kitty look-PAST into the pipe to see where they have-PAST go-PASTP or to see who else be-PAST come-PRESP,1
olivia,1,0,1,1,0,0,0,0,see,and the kitty jump and the kitty look-PAST into the pipe to see where they have-PAST go-PASTP or to see who else be-PAST come-PRESP,1
olivia,0,0,1,1,0,0,0,0,see,and the kitty jump and the kitty look-PAST into the pipe to see where they have-PAST go-PASTP or to see who else be-PAST come-PRESP,1
olivia,0,0,0,0,0,0,0,0,say,so the the mommy say-3S,5
olivia,0,0,0,0,0,0,1,0,get,I must get my kitty,1
olivia,0,1,1,1,0,0,0,0,think,think I~will go and find him myself,0
olivia,0,0,0,0,0,0,0,0,go,think I~will go and find him myself,0
olivia,0,0,0,0,0,0,1,0,find,think I~will go and find him myself,0
olivia,0,0,0,0,0,0,0,1,go,so anyway she go-PAST out into the pipe,7
olivia,0,0,0,0,0,0,0,0,say,and then she say-PAST,0
olivia,0,0,0,0,0,0,1,0,find,I~will find him,3
olivia,0,1,1,1,0,0,0,0,look,but look what happen-PAST to the little boy,9
olivia,0,0,0,0,0,0,0,1,happen,but look what happen-PAST to the little boy,9
olivia,0,0,0,0,0,0,0,0,say,he say-PAST,7
olivia,0,0,0,0,0,0,1,0,find,I find-PAST the kitty,8
olivia,0,0,0,0,0,0,1,0,have,I have it see,2
olivia,0,0,0,0,0,0,0,0,see,I have it see,2
olivia,0,0,0,0,0,0,0,0,jump,the kitty jump-PAST,5
olivia,0,0,0,0,0,0,0,1,jump,the kitty jump-PAST on the police,8
olivia,0,0,0,0,0,0,0,0,see,see,6
olivia,0,0,0,0,0,0,0,0,run,and then he run-3S,5
olivia,0,1,1,1,0,0,0,0,say,she say-PAST I do~not know why but anyway she~be tell-PRESP him he~be a naughty boy,2
olivia,0,0,0,0,0,0,0,0,know,she say-PAST I do~not know why but anyway she~be tell-PRESP him he~be a naughty boy,2
olivia,0,0,0,0,0,0,1,0,catch,he~be try-PRESP to catch the kitty,2
